ID_Venda,ID_Cliente,ID_Produto,ID_Tempo,ID_Vendedor,Quantidade,Valor_Unitario,Desconto,Metodo_Pagamento,Status_Venda,Valor_Total,Receita_Liquida
3583,20,25,917,3,8,524.9,30.42,Paypal,Concluída,4199.2,4168.78
3584,68,4,2347,1,7,544.23,43.73,Dinheiro,Cancelada,3809.61,3765.88
3585,16,27,2570,1,4,183.13,2.32,Cartão de Crédito,Cancelada,732.52,730.2
3586,97,31,1159,4,3,812.13,19.8,Dinheiro,Cancelada,2436.39,2416.59
3587,27,32,698,17,5,317.67,33.49,MBWay,Concluída,1588.35,1554.86
3588,32,15,2889,17,8,448.46,26.04,Paypal,Concluída,3587.68,3561.64
3589,12,15,2043,11,8,509.42,19.37,MBWay,Pendente,4075.36,4055.99
3590,100,50,2725,10,7,277.95,3.01,Cartão de Crédito,Pendente,1945.65,1942.64
3591,98,26,903,7,9,310.67,19.81,Paypal,Cancelada,2796.03,2776.22
3592,46,15,2761,20,5,74.87,39.8,MBWay,Concluída,374.35,334.55
3593,43,10,685,19,4,96.63,8.7,MBWay,Cancelada,386.52,377.82
3594,94,38,1025,14,4,50.66,21.64,Dinheiro,Cancelada,202.64,181.0
3595,38,46,2683,4,2,520.15,21.12,Dinheiro,Concluída,1040.3,1019.18
3596,35,14,1436,16,2,776.21,5.12,Paypal,Cancelada,1552.42,1547.3
3597,55,27,3027,5,4,934.95,36.16,MBWay,Concluída,3739.8,3703.64
3598,67,40,1598,8,6,992.58,48.31,Dinheiro,Concluída,5955.48,5907.17
3599,24,3,1161,16,4,26.02,9.3,Paypal,Cancelada,104.08,94.78
3600,61,15,580,16,5,489.59,47.3,Cartão de Crédito,Cancelada,2447.95,2400.65
3601,95,29,2793,6,9,404.46,10.2,MBWay,Pendente,3640.14,3629.94
3602,8,39,441,13,6,175.91,49.12,Dinheiro,Pendente,1055.46,1006.34
3603,81,49,2531,14,1,885.65,1.92,Paypal,Pendente,885.65,883.73
3604,3,16,2421,6,4,267.69,41.9,Paypal,Pendente,1070.76,1028.86
3605,79,10,3270,6,9,201.11,12.95,MBWay,Pendente,1809.99,1797.04
3606,22,29,2829,12,4,157.9,34.75,MBWay,Cancelada,631.6,596.85
3607,43,22,2601,12,8,515.45,31.3,Dinheiro,Cancelada,4123.6,4092.3
3608,55,44,2091,3,4,761.57,15.38,Paypal,Concluída,3046.28,3030.9
3609,8,11,612,18,8,508.34,18.57,MBWay,Pendente,4066.72,4048.15
3610,92,9,2578,3,9,123.13,35.82,Cartão de Crédito,Cancelada,1108.17,1072.35
3611,33,31,3261,15,8,53.74,44.22,Dinheiro,Pendente,429.92,385.7
3612,74,19,908,14,6,288.17,6.3,Paypal,Concluída,1729.02,1722.72
3613,13,5,128,1,9,604.95,30.8,MBWay,Pendente,5444.55,5413.75
3614,79,44,2694,5,6,182.21,9.76,Paypal,Concluída,1093.26,1083.5
3615,65,34,3203,20,6,333.48,34.71,Dinheiro,Concluída,2000.88,1966.17
3616,91,14,1474,8,9,221.99,14.84,MBWay,Pendente,1997.91,1983.07
3617,91,15,2903,19,4,139.39,33.11,Cartão de Crédito,Concluída,557.56,524.45
3618,64,41,432,20,8,849.22,35.66,MBWay,Cancelada,6793.76,6758.1
3619,58,23,2391,8,6,642.64,17.04,MBWay,Pendente,3855.84,3838.8
3620,2,5,1574,17,3,531.11,1.61,Paypal,Pendente,1593.33,1591.72
3621,21,22,1380,11,1,901.07,29.11,Cartão de Crédito,Pendente,901.07,871.96
3622,73,11,2140,17,4,216.97,9.1,Paypal,Concluída,867.88,858.78
3623,26,1,104,17,9,340.25,35.65,Cartão de Crédito,Concluída,3062.25,3026.6
3624,47,27,3035,14,8,372.1,26.56,Cartão de Crédito,Cancelada,2976.8,2950.24
3625,25,23,946,19,1,671.09,25.7,Cartão de Crédito,Pendente,671.09,645.39
3626,48,2,2145,19,6,361.72,36.6,Dinheiro,Concluída,2170.32,2133.72
3627,24,27,1812,20,5,514.19,35.91,Paypal,Concluída,2570.95,2535.04
3628,9,30,78,9,8,898.85,12.99,Cartão de Crédito,Concluída,7190.8,7177.81
3629,100,39,3517,12,7,357.68,37.06,Dinheiro,Concluída,2503.76,2466.7
3630,59,45,2573,14,8,825.02,4.21,Paypal,Concluída,6600.16,6595.95
3631,93,43,1833,14,2,690.07,38.18,MBWay,Concluída,1380.14,1341.96
3632,7,37,1894,10,8,609.51,27.66,Paypal,Concluída,4876.08,4848.42
3633,22,29,2815,16,1,590.96,46.36,Dinheiro,Pendente,590.96,544.6
3634,65,20,2024,17,6,825.28,39.44,Paypal,Cancelada,4951.68,4912.24
3635,10,43,1514,17,4,942.84,28.45,MBWay,Pendente,3771.36,3742.91
3636,53,34,979,20,1,821.2,36.34,Paypal,Concluída,821.2,784.86
3637,86,20,1054,20,7,495.54,10.68,Cartão de Crédito,Pendente,3468.78,3458.1
3638,38,5,2505,6,7,885.01,4.67,Dinheiro,Pendente,6195.07,6190.4
3639,49,26,1102,16,3,420.05,19.48,Dinheiro,Cancelada,1260.15,1240.67
3640,62,15,1532,9,6,866.8,43.89,Cartão de Crédito,Concluída,5200.8,5156.91
3641,93,36,2991,20,5,279.17,41.34,Dinheiro,Concluída,1395.85,1354.51
3642,39,32,1189,7,6,392.39,26.85,Cartão de Crédito,Cancelada,2354.34,2327.49
3643,41,38,1753,17,3,998.78,42.2,Dinheiro,Cancelada,2996.34,2954.14
3644,61,9,1601,9,2,640.73,45.17,MBWay,Pendente,1281.46,1236.29
3645,59,8,1089,11,6,882.22,1.62,Dinheiro,Pendente,5293.32,5291.7
3646,20,13,2205,11,9,300.16,47.48,Cartão de Crédito,Concluída,2701.44,2653.96
3647,27,36,3627,3,7,229.46,30.25,MBWay,Pendente,1606.22,1575.97
3648,36,1,1889,5,6,249.86,8.58,Cartão de Crédito,Concluída,1499.16,1490.58
3649,91,18,2695,2,9,478.23,42.09,Dinheiro,Pendente,4304.07,4261.98
3650,51,35,2022,11,4,491.38,23.18,MBWay,Pendente,1965.52,1942.34
3651,80,11,1922,19,7,248.6,39.52,Dinheiro,Concluída,1740.2,1700.68
3652,33,3,8,18,2,356.97,41.5,Cartão de Crédito,Cancelada,713.94,672.44
3653,57,33,3323,9,5,600.91,9.81,MBWay,Cancelada,3004.55,2994.74
3654,61,3,1499,14,3,546.25,10.07,Paypal,Concluída,1638.75,1628.68
3655,30,8,3248,5,3,379.08,45.91,Cartão de Crédito,Cancelada,1137.24,1091.33
3656,78,46,2899,10,7,575.95,46.18,Cartão de Crédito,Concluída,4031.65,3985.47
3657,16,38,2986,11,5,924.33,9.72,MBWay,Cancelada,4621.65,4611.93
3658,91,30,1994,9,9,740.07,46.9,MBWay,Pendente,6660.63,6613.73
3659,82,39,914,10,8,126.04,7.41,Dinheiro,Pendente,1008.32,1000.91
3660,32,43,2753,17,9,161.18,6.15,Cartão de Crédito,Cancelada,1450.62,1444.47
3661,48,11,1701,12,8,100.47,46.19,MBWay,Concluída,803.76,757.57
3662,66,38,89,10,6,185.61,31.62,Dinheiro,Concluída,1113.66,1082.04
3663,47,17,567,20,5,963.54,49.86,Dinheiro,Concluída,4817.7,4767.84
3664,35,20,2867,9,3,306.75,27.96,Dinheiro,Pendente,920.25,892.29
3665,35,32,3556,3,1,592.65,25.64,MBWay,Pendente,592.65,567.01
3666,72,14,1026,20,9,218.05,24.63,Cartão de Crédito,Cancelada,1962.45,1937.82
3667,84,18,3467,7,3,228.22,48.6,Paypal,Concluída,684.66,636.06
3668,91,13,513,8,2,176.47,14.54,Paypal,Cancelada,352.94,338.4
3669,70,19,307,19,7,405.19,5.3,MBWay,Concluída,2836.33,2831.03
3670,59,34,1116,14,8,270.58,12.6,Cartão de Crédito,Pendente,2164.64,2152.04
3671,41,47,640,11,2,201.63,43.56,Cartão de Crédito,Cancelada,403.26,359.7
3672,81,22,699,17,6,691.05,49.59,MBWay,Cancelada,4146.3,4096.71
3673,2,12,1291,15,5,206.47,8.35,Cartão de Crédito,Concluída,1032.35,1024.0
3674,23,37,876,11,4,245.43,1.42,MBWay,Concluída,981.72,980.3
3675,87,28,505,5,9,555.57,39.64,Cartão de Crédito,Cancelada,5000.13,4960.49
3676,30,29,2261,3,3,577.07,11.95,Paypal,Cancelada,1731.21,1719.26
3677,89,9,2778,5,7,898.5,21.48,Cartão de Crédito,Concluída,6289.5,6268.02
3678,88,50,211,2,7,972.47,10.31,Dinheiro,Cancelada,6807.29,6796.98
3679,49,23,3294,10,3,361.65,34.41,MBWay,Pendente,1084.95,1050.54
3680,3,13,263,16,7,431.93,1.3,Dinheiro,Pendente,3023.51,3022.21
3681,41,3,1505,6,5,113.02,8.28,Cartão de Crédito,Pendente,565.1,556.82
3682,39,6,2106,14,2,306.64,26.22,Dinheiro,Pendente,613.28,587.06
3683,56,15,33,17,6,870.35,38.4,Dinheiro,Pendente,5222.1,5183.7
3684,47,6,620,5,7,38.07,47.89,Cartão de Crédito,Concluída,266.49,218.6
3685,86,11,3045,19,4,381.74,9.65,MBWay,Cancelada,1526.96,1517.31
3686,18,37,2264,20,5,441.58,36.15,Paypal,Cancelada,2207.9,2171.75
3687,60,41,3411,2,3,778.01,15.44,Cartão de Crédito,Cancelada,2334.03,2318.59
3688,61,2,26,9,9,100.78,49.93,Dinheiro,Pendente,907.02,857.09
3689,8,47,1401,15,3,781.84,47.15,Dinheiro,Concluída,2345.52,2298.37
3690,58,8,230,19,3,942.41,49.7,MBWay,Concluída,2827.23,2777.53
3691,73,37,11,19,6,957.41,16.07,Paypal,Cancelada,5744.46,5728.39
3692,64,14,2578,13,8,266.97,20.2,MBWay,Cancelada,2135.76,2115.56
3693,91,46,3328,10,8,408.78,22.86,Dinheiro,Pendente,3270.24,3247.38
3694,66,20,2017,18,9,737.05,3.98,Paypal,Pendente,6633.45,6629.47
3695,83,17,193,9,2,148.54,1.06,Paypal,Cancelada,297.08,296.02
3696,29,47,1860,16,7,405.69,41.36,Dinheiro,Cancelada,2839.83,2798.47
3697,5,46,3353,14,7,134.96,28.29,Paypal,Concluída,944.72,916.43
3698,52,27,624,10,9,595.94,36.97,Dinheiro,Pendente,5363.46,5326.49
3699,21,20,381,14,7,280.31,23.46,Cartão de Crédito,Concluída,1962.17,1938.71
3700,81,6,1011,13,8,499.71,48.87,Cartão de Crédito,Pendente,3997.68,3948.81
3701,60,5,1177,15,5,758.69,23.4,Cartão de Crédito,Concluída,3793.45,3770.05
3702,91,43,1453,18,2,336.68,18.93,Dinheiro,Cancelada,673.36,654.43
3703,98,28,1698,14,4,921.46,36.57,MBWay,Cancelada,3685.84,3649.27
3704,77,1,226,5,5,889.63,36.21,Cartão de Crédito,Pendente,4448.15,4411.94
3705,31,20,2832,9,2,932.79,33.21,MBWay,Cancelada,1865.58,1832.37
3706,38,26,1216,5,6,160.24,28.81,Cartão de Crédito,Pendente,961.44,932.63
3707,6,42,3042,6,6,562.32,12.66,Cartão de Crédito,Cancelada,3373.92,3361.26
3708,10,17,2315,20,8,994.73,20.86,Cartão de Crédito,Pendente,7957.84,7936.98
3709,76,39,2935,17,7,387.24,29.38,Dinheiro,Concluída,2710.68,2681.3
3710,17,11,3355,8,9,579.67,2.69,Cartão de Crédito,Concluída,5217.03,5214.34
3711,15,34,205,8,3,521.49,42.11,MBWay,Pendente,1564.47,1522.36
3712,87,28,2715,5,9,735.96,21.22,MBWay,Concluída,6623.64,6602.42
3713,78,32,3112,11,7,119.63,1.49,MBWay,Pendente,837.41,835.92
3714,59,37,3311,12,8,824.07,22.13,Cartão de Crédito,Pendente,6592.56,6570.43
3715,65,15,2719,9,8,98.08,7.82,MBWay,Concluída,784.64,776.82
3716,41,43,962,1,8,42.93,16.72,MBWay,Concluída,343.44,326.72
3717,13,26,1702,12,1,501.25,14.5,MBWay,Pendente,501.25,486.75
3718,78,45,3208,7,7,136.56,28.06,Cartão de Crédito,Pendente,955.92,927.86
3719,94,49,1983,18,7,40.11,49.56,Cartão de Crédito,Concluída,280.77,231.21
3720,88,33,362,8,3,517.06,46.22,Cartão de Crédito,Concluída,1551.18,1504.96
3721,80,5,841,5,6,397.18,30.09,MBWay,Concluída,2383.08,2352.99
3722,25,15,535,18,1,941.23,7.57,Dinheiro,Pendente,941.23,933.66
3723,15,10,3497,12,1,786.81,13.1,Dinheiro,Pendente,786.81,773.71
3724,4,20,210,20,7,37.66,39.96,MBWay,Concluída,263.62,223.66
3725,42,2,2041,7,1,636.59,28.84,Paypal,Pendente,636.59,607.75
3726,13,21,2400,4,7,69.33,35.26,Cartão de Crédito,Pendente,485.31,450.05
3727,29,4,2217,18,6,492.85,1.52,Cartão de Crédito,Concluída,2957.1,2955.58
3728,57,49,360,11,2,481.03,32.65,Dinheiro,Cancelada,962.06,929.41
3729,96,25,1057,18,6,444.53,2.93,MBWay,Concluída,2667.18,2664.25
3730,93,48,347,16,8,405.0,19.74,Cartão de Crédito,Cancelada,3240.0,3220.26
3731,74,42,3255,18,6,808.08,11.23,Dinheiro,Concluída,4848.48,4837.25
3732,77,37,3631,8,3,220.8,38.74,MBWay,Cancelada,662.4,623.66
3733,40,42,849,2,3,780.35,30.7,Paypal,Cancelada,2341.05,2310.35
3734,34,7,3489,16,8,85.68,35.06,Paypal,Cancelada,685.44,650.38
3735,83,33,1929,17,3,140.81,1.48,Paypal,Concluída,422.43,420.95
3736,95,47,1827,5,4,57.01,10.82,Cartão de Crédito,Pendente,228.04,217.22
3737,58,31,2707,11,3,43.66,39.9,Dinheiro,Cancelada,130.98,91.08
3738,3,31,1004,20,2,859.52,41.77,Cartão de Crédito,Concluída,1719.04,1677.27
3739,84,37,1994,8,3,637.41,3.62,Paypal,Cancelada,1912.23,1908.61
3740,1,37,3300,7,9,873.27,6.46,MBWay,Cancelada,7859.43,7852.97
3741,73,17,1130,5,2,440.33,49.14,MBWay,Pendente,880.66,831.52
3742,71,29,2714,11,7,252.53,29.06,Dinheiro,Cancelada,1767.71,1738.65
3743,14,40,1780,18,7,876.7,21.08,MBWay,Concluída,6136.9,6115.82
3744,56,19,1446,5,8,968.12,27.38,MBWay,Concluída,7744.96,7717.58
3745,68,11,2610,6,8,297.39,27.09,Dinheiro,Cancelada,2379.12,2352.03
3746,84,26,1693,15,1,735.14,4.52,MBWay,Pendente,735.14,730.62
3747,71,42,3057,1,1,286.69,0.21,Cartão de Crédito,Cancelada,286.69,286.48
3748,60,8,2319,1,5,72.36,35.47,Paypal,Cancelada,361.8,326.33
3749,49,22,1657,3,1,234.25,41.85,Dinheiro,Pendente,234.25,192.4
3750,94,42,289,8,8,789.87,37.0,Dinheiro,Concluída,6318.96,6281.96
3751,38,24,1946,12,9,633.14,45.13,Dinheiro,Cancelada,5698.26,5653.13
3752,32,50,1601,5,6,704.12,13.1,Cartão de Crédito,Cancelada,4224.72,4211.62
3753,68,30,726,19,1,39.45,15.27,Dinheiro,Concluída,39.45,24.18
3754,44,37,3069,12,9,766.84,34.12,Cartão de Crédito,Concluída,6901.56,6867.44
3755,99,48,2764,16,8,971.2,43.85,MBWay,Pendente,7769.6,7725.75
3756,28,15,686,20,1,53.75,33.54,Cartão de Crédito,Pendente,53.75,20.21
3757,97,27,2908,13,3,410.06,40.02,Cartão de Crédito,Cancelada,1230.18,1190.16
3758,57,33,480,13,4,387.55,3.53,Dinheiro,Concluída,1550.2,1546.67
3759,37,25,494,15,5,939.77,1.06,Dinheiro,Pendente,4698.85,4697.79
3760,77,37,1607,9,2,772.48,17.55,Cartão de Crédito,Concluída,1544.96,1527.41
3761,80,18,1790,16,8,489.15,7.84,Paypal,Cancelada,3913.2,3905.36
3762,68,29,2741,7,5,480.34,40.64,Cartão de Crédito,Pendente,2401.7,2361.06
3763,92,8,2646,9,4,321.01,14.43,Cartão de Crédito,Concluída,1284.04,1269.61
3764,42,45,3222,3,1,206.92,24.32,Paypal,Cancelada,206.92,182.6
3765,61,15,557,19,7,497.12,31.77,Dinheiro,Pendente,3479.84,3448.07
3766,93,12,3635,4,4,219.51,38.42,Cartão de Crédito,Concluída,878.04,839.62
3767,84,8,235,17,5,843.32,12.24,Paypal,Cancelada,4216.6,4204.36
3768,29,19,1383,14,4,763.94,16.61,Cartão de Crédito,Concluída,3055.76,3039.15
3769,65,14,13,10,7,771.2,19.7,Cartão de Crédito,Concluída,5398.4,5378.7
3770,96,8,328,16,2,758.59,28.75,Dinheiro,Pendente,1517.18,1488.43
3771,75,34,1799,15,9,330.85,32.85,Dinheiro,Cancelada,2977.65,2944.8
3772,31,14,3577,18,8,401.56,2.15,Paypal,Concluída,3212.48,3210.33
3773,23,39,1712,9,9,586.64,30.52,MBWay,Concluída,5279.76,5249.24
3774,76,45,2323,14,5,533.38,5.98,Dinheiro,Cancelada,2666.9,2660.92
3775,75,32,696,7,6,758.77,39.33,Paypal,Pendente,4552.62,4513.29
3776,65,20,1393,13,4,140.95,15.88,Dinheiro,Cancelada,563.8,547.92
3777,83,11,2039,5,4,564.63,11.17,MBWay,Pendente,2258.52,2247.35
3778,45,31,327,20,7,412.12,26.37,Paypal,Pendente,2884.84,2858.47
3779,76,49,1233,5,9,127.94,14.98,Paypal,Pendente,1151.46,1136.48
3780,5,31,2330,14,6,439.79,17.54,MBWay,Pendente,2638.74,2621.2
3781,5,19,2680,5,1,724.03,10.23,MBWay,Concluída,724.03,713.8
3782,95,47,1429,19,1,602.58,43.4,Dinheiro,Pendente,602.58,559.18
3783,72,20,1845,3,2,991.93,18.98,Dinheiro,Pendente,1983.86,1964.88
3784,81,30,1131,7,1,106.74,33.96,MBWay,Pendente,106.74,72.78
3785,78,26,1944,7,6,94.17,42.22,Paypal,Cancelada,565.02,522.8
3786,25,36,1145,3,8,515.05,24.54,Cartão de Crédito,Cancelada,4120.4,4095.86
3787,94,18,1620,9,7,438.06,36.38,Paypal,Concluída,3066.42,3030.04
3788,10,2,2891,20,5,701.79,32.37,Dinheiro,Concluída,3508.95,3476.58
3789,22,48,2398,19,5,730.17,16.14,MBWay,Cancelada,3650.85,3634.71
3790,21,25,2061,13,8,799.76,9.21,MBWay,Cancelada,6398.08,6388.87
3791,11,22,2958,8,9,637.9,4.91,Dinheiro,Concluída,5741.1,5736.19
3792,64,47,3043,13,9,115.11,48.92,Cartão de Crédito,Pendente,1035.99,987.07
3793,27,46,141,8,4,405.25,37.97,Dinheiro,Pendente,1621.0,1583.03
3794,81,32,3523,8,5,307.96,41.38,MBWay,Concluída,1539.8,1498.42
3795,17,6,3391,9,1,97.11,5.99,Paypal,Cancelada,97.11,91.12
3796,2,4,3383,17,7,885.7,15.07,Dinheiro,Concluída,6199.9,6184.83
3797,37,16,242,3,4,609.29,36.59,Paypal,Pendente,2437.16,2400.57
3798,24,10,194,19,6,36.17,4.41,Cartão de Crédito,Concluída,217.02,212.61
3799,29,10,1293,16,9,48.61,11.04,Cartão de Crédito,Cancelada,437.49,426.45
3800,31,42,2615,13,6,78.51,14.79,Paypal,Pendente,471.06,456.27
3801,100,19,377,11,3,598.93,18.34,Paypal,Concluída,1796.79,1778.45
3802,63,34,897,19,2,929.98,38.49,Cartão de Crédito,Cancelada,1859.96,1821.47
3803,97,36,2951,15,5,421.55,13.05,Cartão de Crédito,Cancelada,2107.75,2094.7
3804,40,13,158,15,9,243.73,35.84,Dinheiro,Cancelada,2193.57,2157.73
3805,3,19,2394,8,7,660.27,6.23,MBWay,Pendente,4621.89,4615.66
3806,73,4,810,9,1,96.51,49.64,Dinheiro,Pendente,96.51,46.87
3807,36,23,3196,10,5,177.31,36.61,Cartão de Crédito,Cancelada,886.55,849.94
3808,47,17,1726,14,3,306.07,24.53,MBWay,Cancelada,918.21,893.68
3809,44,3,2986,1,8,28.91,45.34,MBWay,Cancelada,231.28,185.94
3810,9,27,2835,3,6,68.41,16.81,Paypal,Cancelada,410.46,393.65
3811,68,28,409,7,2,543.12,5.06,MBWay,Concluída,1086.24,1081.18
3812,43,38,121,8,1,245.85,32.66,Paypal,Pendente,245.85,213.19
3813,67,10,94,7,7,166.55,22.93,Cartão de Crédito,Cancelada,1165.85,1142.92
3814,40,35,985,18,2,858.58,43.21,Cartão de Crédito,Cancelada,1717.16,1673.95
3815,32,50,36,3,7,463.17,21.43,Dinheiro,Cancelada,3242.19,3220.76
3816,91,1,175,15,8,202.48,2.95,Paypal,Concluída,1619.84,1616.89
3817,94,18,97,9,5,637.88,49.86,Cartão de Crédito,Concluída,3189.4,3139.54
3818,82,11,2472,17,6,166.79,14.56,MBWay,Pendente,1000.74,986.18
3819,10,4,1992,8,1,798.85,26.15,Paypal,Concluída,798.85,772.7
3820,47,29,2004,7,3,394.77,23.48,Dinheiro,Concluída,1184.31,1160.83
3821,65,1,1948,15,6,290.95,37.11,Cartão de Crédito,Cancelada,1745.7,1708.59
3822,73,24,2095,13,8,662.33,39.82,Paypal,Cancelada,5298.64,5258.82
3823,19,42,169,6,7,351.08,20.76,Dinheiro,Cancelada,2457.56,2436.8
3824,29,36,2642,11,3,784.3,6.02,Cartão de Crédito,Cancelada,2352.9,2346.88
3825,87,16,2667,7,8,584.33,18.33,MBWay,Cancelada,4674.64,4656.31
3826,13,38,494,3,2,191.88,26.04,Dinheiro,Pendente,383.76,357.72
3827,54,29,367,6,9,720.61,39.27,MBWay,Concluída,6485.49,6446.22
3828,50,6,1432,5,3,893.91,35.26,Paypal,Pendente,2681.73,2646.47
3829,64,29,1677,15,2,914.96,24.8,Dinheiro,Cancelada,1829.92,1805.12
3830,5,20,3440,17,6,578.48,16.64,Cartão de Crédito,Concluída,3470.88,3454.24
3831,81,15,765,7,9,774.37,9.0,Dinheiro,Cancelada,6969.33,6960.33
3832,48,3,90,8,6,365.71,19.3,Cartão de Crédito,Pendente,2194.26,2174.96
3833,2,37,2123,8,1,566.31,39.11,Dinheiro,Cancelada,566.31,527.2
3834,24,46,2113,13,1,864.49,9.52,Cartão de Crédito,Cancelada,864.49,854.97
3835,42,45,525,14,3,507.05,34.63,MBWay,Pendente,1521.15,1486.52
3836,59,43,3624,3,1,158.62,8.27,Paypal,Pendente,158.62,150.35
3837,50,38,3023,9,1,486.35,17.36,Cartão de Crédito,Pendente,486.35,468.99
3838,13,14,1892,6,7,713.33,13.7,Cartão de Crédito,Concluída,4993.31,4979.61
3839,94,12,2000,2,7,685.05,12.42,Paypal,Cancelada,4795.35,4782.93
3840,59,34,2162,18,9,790.42,37.26,MBWay,Concluída,7113.78,7076.52
3841,39,16,796,1,5,708.44,45.73,Cartão de Crédito,Cancelada,3542.2,3496.47
3842,44,31,1515,1,5,697.21,22.15,Paypal,Concluída,3486.05,3463.9
3843,77,38,2117,17,7,189.13,42.63,Paypal,Pendente,1323.91,1281.28
3844,30,23,936,11,1,637.11,42.79,MBWay,Cancelada,637.11,594.32
3845,17,8,2708,4,4,333.54,25.03,Cartão de Crédito,Concluída,1334.16,1309.13
3846,88,43,1156,2,3,837.42,0.81,Cartão de Crédito,Concluída,2512.26,2511.45
3847,34,8,2759,16,3,663.94,43.01,Paypal,Pendente,1991.82,1948.81
3848,70,25,3504,17,3,664.34,9.03,MBWay,Pendente,1993.02,1983.99
3849,66,12,2516,15,2,599.71,40.88,Paypal,Concluída,1199.42,1158.54
3850,34,27,707,4,4,606.26,21.1,Dinheiro,Pendente,2425.04,2403.94
3851,18,35,2949,9,8,176.31,11.74,MBWay,Pendente,1410.48,1398.74
3852,46,47,1665,2,2,917.05,28.06,Dinheiro,Pendente,1834.1,1806.04
3853,82,35,1231,16,1,759.22,24.88,Dinheiro,Pendente,759.22,734.34
3854,21,43,3121,8,3,478.73,25.79,Dinheiro,Concluída,1436.19,1410.4
3855,5,32,3141,8,8,654.33,19.78,Dinheiro,Concluída,5234.64,5214.86
3856,56,6,3329,14,8,383.6,35.39,Dinheiro,Cancelada,3068.8,3033.41
3857,31,16,1645,13,5,335.13,47.2,MBWay,Cancelada,1675.65,1628.45
3858,45,33,1376,12,1,248.64,26.31,MBWay,Pendente,248.64,222.33
3859,85,1,1836,12,4,718.41,38.51,Cartão de Crédito,Pendente,2873.64,2835.13
3860,23,12,3640,19,5,783.08,0.83,Cartão de Crédito,Pendente,3915.4,3914.57
3861,88,47,591,2,3,787.91,23.62,MBWay,Concluída,2363.73,2340.11
3862,19,10,1041,14,7,106.95,40.4,Cartão de Crédito,Pendente,748.65,708.25
3863,55,16,3126,12,6,831.98,12.9,Cartão de Crédito,Concluída,4991.88,4978.98
3864,1,45,237,4,5,558.58,24.85,Dinheiro,Concluída,2792.9,2768.05
3865,17,1,1369,20,4,565.9,24.06,Cartão de Crédito,Cancelada,2263.6,2239.54
3866,26,21,2944,11,5,252.12,31.91,Dinheiro,Pendente,1260.6,1228.69
3867,69,14,1086,20,2,833.51,42.07,Paypal,Cancelada,1667.02,1624.95
3868,4,19,1231,17,3,846.47,8.57,MBWay,Pendente,2539.41,2530.84
3869,78,43,354,10,3,758.07,18.92,Cartão de Crédito,Pendente,2274.21,2255.29
3870,32,19,294,5,7,658.61,1.79,MBWay,Cancelada,4610.27,4608.48
3871,25,40,1087,11,3,962.45,9.42,Paypal,Pendente,2887.35,2877.93
3872,96,3,1580,20,6,591.14,32.25,Paypal,Pendente,3546.84,3514.59
3873,63,49,512,13,9,230.32,44.04,Paypal,Cancelada,2072.88,2028.84
3874,79,38,647,9,1,996.75,0.07,Cartão de Crédito,Cancelada,996.75,996.68
3875,4,17,2098,9,4,58.1,39.35,Dinheiro,Pendente,232.4,193.05
3876,59,19,3610,5,9,103.85,30.21,Cartão de Crédito,Concluída,934.65,904.44
3877,55,29,390,6,1,349.05,30.12,Cartão de Crédito,Cancelada,349.05,318.93
3878,36,44,1783,12,7,946.82,13.14,Cartão de Crédito,Cancelada,6627.74,6614.6
3879,48,14,1341,12,5,515.31,5.3,MBWay,Concluída,2576.55,2571.25
3880,2,44,2291,15,3,572.52,16.91,MBWay,Pendente,1717.56,1700.65
3881,15,14,154,2,4,152.82,29.56,Cartão de Crédito,Cancelada,611.28,581.72
3882,23,48,1554,16,7,443.09,40.57,MBWay,Concluída,3101.63,3061.06
3883,75,37,3603,19,7,146.36,27.57,Cartão de Crédito,Cancelada,1024.52,996.95
3884,36,40,3635,17,5,748.26,33.53,Paypal,Concluída,3741.3,3707.77
3885,53,19,2706,12,7,191.61,0.43,Dinheiro,Cancelada,1341.27,1340.84
3886,35,28,1625,9,7,554.18,19.55,MBWay,Pendente,3879.26,3859.71
3887,63,47,829,5,9,964.85,47.67,Cartão de Crédito,Cancelada,8683.65,8635.98
3888,29,6,650,12,5,797.28,12.26,MBWay,Pendente,3986.4,3974.14
3889,65,21,2785,16,1,575.69,39.37,Paypal,Pendente,575.69,536.32
3890,85,10,3602,15,7,488.98,45.97,Paypal,Concluída,3422.86,3376.89
3891,22,10,3595,17,2,306.5,1.74,MBWay,Pendente,613.0,611.26
3892,10,50,991,11,4,773.26,42.82,MBWay,Cancelada,3093.04,3050.22
3893,92,17,1228,5,4,50.55,18.56,Dinheiro,Concluída,202.2,183.64
3894,11,22,1172,1,6,864.97,45.84,MBWay,Cancelada,5189.82,5143.98
3895,41,19,1858,5,6,463.62,19.2,Dinheiro,Pendente,2781.72,2762.52
3896,6,50,2142,12,4,107.11,42.63,Paypal,Cancelada,428.44,385.81
3897,43,43,1056,11,3,627.09,31.3,Dinheiro,Cancelada,1881.27,1849.97
3898,40,16,1534,10,7,294.01,19.11,Cartão de Crédito,Pendente,2058.07,2038.96
3899,61,27,1542,11,5,989.77,24.59,Dinheiro,Pendente,4948.85,4924.26
3900,21,8,1288,15,2,450.98,10.57,Cartão de Crédito,Concluída,901.96,891.39
3901,57,40,3264,16,1,217.49,19.76,Dinheiro,Cancelada,217.49,197.73
3902,33,15,3647,5,5,675.92,45.94,Dinheiro,Cancelada,3379.6,3333.66
